StudentNumber,Gender,Year,Semester,CourseCode,TotalGrade,GradeonDiscussionForumAccumulatedpoints,GradeonDiscussionLeader,GradeonAssignment1,GradeonAssignment2,GradeonFinalPaper,TotalTimeStudentsspentinCourseonSundays,TotalTimeStudentsspentinCourseonMondays,TotalTimeStudentsspentinCourseonTuesdays,TotalTimeStudentsspentinCourseonWednesdays,TotalTimeStudentsspentinCourseonThursdays,TotalTimeStudentsspentinCourseonFridays,TotalTimeStudentsspentinCourseonSaturdays,TotalTimeStudentsspentinCourseinHours,AverageTimeinCourseinHours,TotalLogins,TotalitemsAccessed,TotaltimespentonAssignment1inHours,NumberofTimesAssignment1Accessed,TotaltimespentonAssignment2inHours,NumberofTimesAssignment2Accessed,TotaltimespentonAssignmentscontentfolderinHours,NumberofTimesAssignmentscontentfolderAccessed,TotaltimespentonFinalPaperinHours,NumberofTimesFinalPaperAccessed,TotaltimespentonReadingfortheCourse,NumberofTimesReadingforthecourseAccessed,TotaltimespentonWeek1Readingsinhrs,NumberofTimesWeek1RdgsAccessed,TotaltimespentonWeek2Readingsinhrs,NumberofTimesWeek2RdgsAccessed,TotaltimespentonWeek3Readingsinhrs,NumberofTimesWeek3RdgsAccessed,TotaltimespentonWeek4Readingsinhrs,NumberofTimesWeek4RdgsAccessed,TotaltimespentonWeek5Readingsinhrs,NumberofTimesWeek5RdgsAccessed,TotaltimespentonWeek6Readingsinhrs,NumberofTimesWeek6RdgsAccessed,TotaltimespentonWeek7Readingsinhrs,NumberofTimesWeek7RdgsAccessed,TotaltimespentonWeek8Readingsinhrs,NumberofTimesWeek8RdgsAccessed,TotaltimespentonWeek9Readingsinhrs,NumberofTimesWeek9RdgsAccessed,TotaltimespentonWeek10Readingsinhrs,NumberofTimesWeek10RdgsAccessed,TotaltimespentonSyllabusinhrs,NumberofTimesSyllabusAccessed,TotaltimespentonWeeklyContentinhrs,NumberofTimesWeeklyContentAccessed,TotaltimespentonWeeklyContentforWeeks9and10,NumberofTimesWeeklycontentwk9andwk10Accessed,TotalHitsonContentAreaApp,TotalHitsinsideContentAreas,HitsonContent,HitsonInformation,HitsonBboardHelp,HitsonAssignment,HitsonCourseResources,HitsonQuiz,HitsonSyllabus,HitsonDocuments,HitsonReadings,Hitsonbooks,HitsonEReserves,HitsonFinalPaper,HitsonMessages,HitsonFirstSteps,HitsonRoster,hitsonParticipation,HitsonSubmittingWork,HitsonWebLinksampother,HitsonTasks,HitsonWebSitesampother,HitsonStaffInformation,HitsonToolsAreaApp,TotalHitsonMyGradesApp,TotalHitsonAnnouncementApp,TotalHitsonDBApp,DBDiscussionLeaderSignupboardMFhits,DBGeneralQuestionsMFhits,DBIntroductionMFhits,DBWaterCoolerMFHits,DBWeek1MFhits,DBWeek2MFhits,DBWeek3MFhits,DBWeek4MFhits,DBWeek5MFhits,DBWeek6MFhits,DBWeek7MFhits,DBWeek8MFhits,DBWeek9MFhits,DBWeek10MFhits,TotalDBMFhits,DBDiscussionLeaderSignupboardNumberofposts,DBGeneralQuestionsNumberofposts,DBIntroductionNumberofposts,DBWaterCoolerNumberofposts,DBWeek1Numberofposts,DBWeek2Numberofposts,DBWeek3Numberofposts,DBWeek4Numberofposts,DBWeek5Numberofposts,DBWeek6Numberofposts,DBWeek7Numberofposts,DBWeek8Numberofposts,DBWeek9Numberofposts,DBWeek10Numberofposts,TotalNumberofDBposts,TotalUserActivityInsideContentAreas
522,#NULL!,2015,Fall,14,80,37.9125,#NULL!,6,18,23,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,4.0,4.0,9.0,9.0,16.0,12.0,12.0,7.0,11.0,5,89.0,#NULL!,0,1,0,4,4,9,9,16,12,12,7,11,5,90,#NULL!
523,#NULL!,2015,Fall,14,97,41.6250,#NULL!,10,20,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,1,0,7.0,6.0,8.0,10.0,14.0,11.0,9.0,9.0,12.0,10,97.0,#NULL!,0,1,0,7,6,8,10,14,11,9,9,12,10,97,#NULL!
524,#NULL!,2015,Fall,14,98,42.7500,#NULL!,10,20,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,1.0,0,1,10.0,10.0,14.0,14.0,19.0,11.0,10.0,8.0,13.0,11,122.0,#NULL!,1,2,1,10,10,14,14,19,11,10,8,13,11,124,#NULL!
525,#NULL!,2015,Fall,14,99,43.8750,#NULL!,10,20,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,1.0,0,0,8.0,8.0,11.0,13.0,13.0,9.0,11.0,11.0,10.0,9,104.0,#NULL!,1,1,0,8,8,11,13,13,9,11,11,10,9,105,#NULL!
526,#NULL!,2015,Fall,14,94,41.4000,#NULL!,10,20,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,1.0,0,0,10.0,12.0,10.0,10.0,10.0,10.0,11.0,8.0,10.0,9,101.0,#NULL!,1,2,0,10,12,10,10,10,10,11,8,10,9,103,#NULL!
527,#NULL!,2015,Fall,14,100,45.0000,#NULL!,10,20,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,17.0,16.0,18.0,22.0,26.0,19.0,19.0,21.0,20.0,19,197.0,#NULL!,0,2,0,17,16,18,22,26,19,19,21,20,19,199,#NULL!
528,#NULL!,2015,Fall,14,90,34.4250,#NULL!,8,20,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,5.0,4.0,4.0,6.0,11.0,9.0,15.0,10.0,13.0,12,89.0,#NULL!,0,1,0,5,4,4,6,11,8,15,10,13,12,89,#NULL!
529,#NULL!,2015,Fall,14,96,44.2125,#NULL!,10,20,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,11.0,14.0,13.0,17.0,14.0,9.0,18.0,12.0,13.0,15,136.0,#NULL!,0,1,0,11,14,13,17,14,9,18,12,13,15,137,#NULL!
530,#NULL!,2015,Fall,14,94,42.0750,#NULL!,10,20,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,8.0,10.0,12.0,10.0,10.0,8.0,8.0,6.0,12.0,12,96.0,#NULL!,0,1,0,8,10,12,10,10,8,8,6,12,12,97,#NULL!
531,#NULL!,2015,Fall,17,77,24.8889,#NULL!,16,8,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,1,0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,2.0,5,21.0,#NULL!,0,5,0,0,2,1,2,3,2,0,3,2,5,25,#NULL!
532,#NULL!,2015,Fall,17,100,40.0000,#NULL!,20,10,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,3.0,3,0,0.0,8.0,6.0,6.0,5.0,8.0,5.0,6.0,4.0,7,61.0,#NULL!,3,3,0,0,8,6,6,5,8,5,6,4,7,61,#NULL!
533,#NULL!,2015,Fall,17,84,38.2222,#NULL!,17,#NULL!,29,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,1,0,0.0,4.0,3.0,3.0,4.0,3.0,6.0,2.0,2.0,4,32.0,#NULL!,0,5,0,0,4,3,3,4,3,6,2,2,4,36,#NULL!
534,#NULL!,2015,Fall,17,99,40.0000,#NULL!,20,10,29,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,9,0,0.0,14.0,9.0,14.0,8.0,7.0,6.0,9.0,7.0,10,93.0,#NULL!,0,6,0,0,14,9,14,8,7,6,9,7,10,90,#NULL!
535,#NULL!,2015,Fall,17,80,35.5556,#NULL!,16,7,21,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,4,0,0.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,4,51.0,#NULL!,0,5,0,0,5,6,6,6,6,4,6,4,4,52,#NULL!
536,#NULL!,2015,Fall,17,91,33.7778,#NULL!,20,10,27,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,1,0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,7,29.0,#NULL!,0,3,0,0,2,2,2,3,3,2,3,3,7,30,#NULL!
537,#NULL!,2015,Fall,17,98,40.0000,#NULL!,20,10,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,3,0,0.0,6.0,7.0,4.0,5.0,4.0,3.0,4.0,3.0,9,48.0,#NULL!,0,6,0,0,6,7,4,5,4,2,4,3,9,50,#NULL!
538,#NULL!,2015,Fall,17,96,39.1111,#NULL!,20,10,27,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,8,0,0.0,8.0,5.0,9.0,4.0,4.0,4.0,4.0,3.0,6,55.0,#NULL!,0,7,0,0,8,5,9,4,4,4,4,3,6,54,#NULL!
539,#NULL!,2015,Fall,17,92,36.4444,#NULL!,19,9,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,3,0,0.0,3.0,5.0,5.0,5.0,5.0,4.0,6.0,3.0,3,42.0,#NULL!,0,3,0,0,3,5,5,5,5,4,6,3,3,42,#NULL!
540,#NULL!,2015,Fall,17,98,40.0000,#NULL!,19,10,29,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,1.0,8,0,0.0,24.0,18.0,13.0,16.0,9.0,7.0,9.0,5.0,9,119.0,#NULL!,1,2,0,0,24,18,13,16,9,7,9,5,9,113,#NULL!
541,#NULL!,2015,Fall,17,99,40.0000,#NULL!,20,10,29,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,1.0,7,0,0.0,7.0,8.0,6.0,4.0,4.0,5.0,4.0,2.0,11,59.0,#NULL!,1,6,0,0,7,8,6,4,4,5,4,2,11,58,#NULL!
542,#NULL!,2015,Fall,17,93,35.5556,#NULL!,20,8,29,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,5,0,0.0,5.0,2.0,6.0,7.0,7.0,4.0,1.0,4.0,2,43.0,#NULL!,0,5,0,0,5,2,6,7,7,4,1,4,2,43,#NULL!
